Country,Date,No. of suspected cases,No. of probable cases,No. of confirmed cases,"No. of confirmed, probable and suspected cases",No. of suspected deaths,No. of probable deaths,No. of confirmed deaths,"No. of confirmed, probable and suspected deaths"
Italy,2015-06-29,0.0,0.0,1.0,1.0,,,,0.0
United Kingdom,2015-06-30,0.0,0.0,1.0,1.0,,,,0.0
Mali,2015-06-30,0.0,1.0,7.0,8.0,,,,6.0
Liberia,2015-06-30,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Sierra Leone,2015-06-30,4167.0,287.0,8665.0,13119.0,158.0,208.0,3566.0,3932.0
Italy,2015-06-30,0.0,0.0,1.0,1.0,,,,0.0
Senegal,2015-06-30,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Guinea,2015-06-30,17.0,443.0,3269.0,3729.0,,443.0,2039.0,2482.0
Spain,2015-06-30,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Nigeria,2015-06-30,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
United States of America,2015-06-30,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Sierra Leone,2015-07-01,4167.0,287.0,8665.0,13119.0,158.0,208.0,3566.0,3932.0
Senegal,2015-07-01,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Spain,2015-07-01,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
United Kingdom,2015-07-01,0.0,0.0,1.0,1.0,,,,0.0
Guinea,2015-07-01,17.0,443.0,3269.0,3729.0,,443.0,2039.0,2482.0
Italy,2015-07-01,0.0,0.0,1.0,1.0,,,,0.0
Liberia,2015-07-01,5636.0,1879.0,3151.0,10666.0,,,,4806.0
United States of America,2015-07-01,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Nigeria,2015-07-01,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Mali,2015-07-01,0.0,1.0,7.0,8.0,,,,6.0
Senegal,2015-07-02,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Italy,2015-07-02,0.0,0.0,1.0,1.0,,,,0.0
Liberia,2015-07-02,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Guinea,2015-07-02,18.0,450.0,3277.0,3745.0,,450.0,2040.0,2490.0
United States of America,2015-07-02,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Spain,2015-07-02,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Nigeria,2015-07-02,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Mali,2015-07-02,0.0,1.0,7.0,8.0,,,,6.0
Sierra Leone,2015-07-02,4174.0,287.0,8668.0,13129.0,158.0,208.0,3567.0,3933.0
United Kingdom,2015-07-02,0.0,0.0,1.0,1.0,,,,0.0
Liberia,2015-07-03,5636.0,1879.0,3151.0,10666.0,,,,4806.0
United Kingdom,2015-07-03,0.0,0.0,1.0,1.0,,,,0.0
Nigeria,2015-07-03,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Senegal,2015-07-03,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
United States of America,2015-07-03,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Guinea,2015-07-03,21.0,450.0,3279.0,3750.0,,450.0,2042.0,2492.0
Italy,2015-07-03,0.0,0.0,1.0,1.0,,,,0.0
Liberia,2015-07-03,37.0,0.0,3.0,40.0,4.0,0.0,1.0,5.0
Spain,2015-07-03,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Mali,2015-07-03,0.0,1.0,7.0,8.0,,,,6.0
Sierra Leone,2015-07-03,4177.0,287.0,8671.0,13135.0,158.0,208.0,3569.0,3935.0
United Kingdom,2015-07-06,0.0,0.0,1.0,1.0,,,,0.0
Spain,2015-07-06,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Guinea,2015-07-06,7.0,450.0,3287.0,3744.0,,450.0,2048.0,2498.0
United States of America,2015-07-06,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Liberia,2015-07-06,,1.0,3.0,4.0,,,1.0,1.0
Nigeria,2015-07-06,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Mali,2015-07-06,0.0,1.0,7.0,8.0,,,,6.0
Sierra Leone,2015-07-06,4190.0,287.0,8673.0,13150.0,158.0,208.0,3574.0,3940.0
Senegal,2015-07-06,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Liberia,2015-07-06,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Italy,2015-07-06,0.0,0.0,1.0,1.0,,,,0.0
Italy,2015-07-07,0.0,0.0,1.0,1.0,,,,0.0
Spain,2015-07-07,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Liberia,2015-07-07,,1.0,3.0,4.0,,,1.0,1.0
Nigeria,2015-07-07,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
United States of America,2015-07-07,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Sierra Leone,2015-07-07,4194.0,287.0,8674.0,13155.0,158.0,208.0,3574.0,3940.0
Senegal,2015-07-07,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Liberia,2015-07-07,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Guinea,2015-07-07,11.0,450.0,3287.0,3748.0,,450.0,2049.0,2499.0
Mali,2015-07-07,0.0,1.0,7.0,8.0,,,,6.0
United Kingdom,2015-07-07,0.0,0.0,1.0,1.0,,,,0.0
Nigeria,2015-07-08,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Liberia,2015-07-08,,1.0,3.0,4.0,,,1.0,1.0
United States of America,2015-07-08,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Spain,2015-07-08,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Sierra Leone,2015-07-08,4194.0,287.0,8674.0,13155.0,158.0,208.0,3574.0,3940.0
Mali,2015-07-08,0.0,1.0,7.0,8.0,,,,6.0
United Kingdom,2015-07-08,0.0,0.0,1.0,1.0,,,,0.0
Guinea,2015-07-08,11.0,450.0,3287.0,3748.0,,450.0,2049.0,2499.0
Italy,2015-07-08,0.0,0.0,1.0,1.0,,,,0.0
Senegal,2015-07-08,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Liberia,2015-07-08,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Liberia,2015-07-09,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Senegal,2015-07-09,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Nigeria,2015-07-09,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Liberia,2015-07-09,,1.0,5.0,6.0,,,1.0,1.0
United Kingdom,2015-07-09,0.0,0.0,1.0,1.0,,,,0.0
United States of America,2015-07-09,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Italy,2015-07-09,0.0,0.0,1.0,1.0,,,,0.0
Sierra Leone,2015-07-09,4207.0,287.0,8675.0,13169.0,158.0,208.0,3575.0,3941.0
Guinea,2015-07-09,4.0,450.0,3290.0,3744.0,,450.0,2055.0,2505.0
Mali,2015-07-09,0.0,1.0,7.0,8.0,,,,6.0
Spain,2015-07-09,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Senegal,2015-07-10,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Mali,2015-07-10,0.0,1.0,7.0,8.0,,,,6.0
Sierra Leone,2015-07-10,4214.0,287.0,8676.0,13177.0,158.0,208.0,3575.0,3941.0
Nigeria,2015-07-10,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Italy,2015-07-10,0.0,0.0,1.0,1.0,,,,0.0
Guinea,2015-07-10,8.0,450.0,3293.0,3751.0,,450.0,2055.0,2505.0
Liberia,2015-07-10,,1.0,5.0,6.0,,,1.0,1.0
Spain,2015-07-10,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
United States of America,2015-07-10,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
United Kingdom,2015-07-10,0.0,0.0,1.0,1.0,,,,0.0
Liberia,2015-07-10,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Nigeria,2015-07-13,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Liberia,2015-07-13,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Spain,2015-07-13,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Liberia,2015-07-13,,1.0,5.0,6.0,,,1.0,1.0
Senegal,2015-07-13,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Mali,2015-07-13,0.0,1.0,7.0,8.0,,,,6.0
United Kingdom,2015-07-13,0.0,0.0,1.0,1.0,,,,0.0
United States of America,2015-07-13,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Guinea,2015-07-13,5.0,450.0,3299.0,3754.0,,450.0,2056.0,2506.0
Italy,2015-07-13,0.0,0.0,1.0,1.0,,,,0.0
Sierra Leone,2015-07-13,4227.0,287.0,8687.0,13201.0,158.0,208.0,3580.0,3946.0
Senegal,2015-07-14,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
United Kingdom,2015-07-14,0.0,0.0,1.0,1.0,,,,0.0
Liberia,2015-07-14,,1.0,6.0,7.0,,,2.0,2.0
Guinea,2015-07-14,10.0,450.0,3300.0,3760.0,,450.0,2056.0,2506.0
Spain,2015-07-14,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Liberia,2015-07-14,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Mali,2015-07-14,0.0,1.0,7.0,8.0,,,,6.0
Italy,2015-07-14,0.0,0.0,1.0,1.0,,,,0.0
United States of America,2015-07-14,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Sierra Leone,2015-07-14,4234.0,287.0,8688.0,13209.0,158.0,208.0,3581.0,3947.0
Nigeria,2015-07-14,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Spain,2015-07-15,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Nigeria,2015-07-15,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Italy,2015-07-15,0.0,0.0,1.0,1.0,,,,0.0
United Kingdom,2015-07-15,0.0,0.0,1.0,1.0,,,,0.0
United States of America,2015-07-15,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Guinea,2015-07-15,10.0,450.0,3300.0,3760.0,,450.0,2056.0,2506.0
Liberia,2015-07-15,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Liberia,2015-07-15,,1.0,6.0,7.0,,,2.0,2.0
Mali,2015-07-15,0.0,1.0,7.0,8.0,,,,6.0
Sierra Leone,2015-07-15,4234.0,287.0,8688.0,13209.0,158.0,208.0,3581.0,3947.0
Senegal,2015-07-15,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Mali,2015-07-16,0.0,1.0,7.0,8.0,,,,6.0
Italy,2015-07-16,0.0,0.0,1.0,1.0,,,,0.0
Guinea,2015-07-16,8.0,450.0,3304.0,3762.0,,450.0,2056.0,2506.0
Liberia,2015-07-16,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Spain,2015-07-16,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
United Kingdom,2015-07-16,0.0,0.0,1.0,1.0,,,,0.0
Senegal,2015-07-16,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
United States of America,2015-07-16,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Liberia,2015-07-16,,0.0,6.0,6.0,,,2.0,2.0
Sierra Leone,2015-07-16,4234.0,287.0,8688.0,13209.0,158.0,208.0,3581.0,3947.0
Nigeria,2015-07-16,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
United States of America,2015-07-17,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Liberia,2015-07-17,5636.0,1879.0,3151.0,10666.0,,,,4806.0
United Kingdom,2015-07-17,0.0,0.0,1.0,1.0,,,,0.0
Guinea,2015-07-17,10.0,450.0,3310.0,3770.0,,450.0,2059.0,2509.0
Italy,2015-07-17,0.0,0.0,1.0,1.0,,,,0.0
Nigeria,2015-07-17,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Liberia,2015-07-17,,1.0,6.0,7.0,,,2.0,2.0
Mali,2015-07-17,0.0,1.0,7.0,8.0,,,,6.0
Spain,2015-07-17,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Senegal,2015-07-17,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Sierra Leone,2015-07-17,4234.0,287.0,8688.0,13209.0,158.0,208.0,3581.0,3947.0
Nigeria,2015-07-20,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Liberia,2015-07-20,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Senegal,2015-07-20,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Guinea,2015-07-20,12.0,450.0,3322.0,3784.0,,450.0,2061.0,2511.0
United Kingdom,2015-07-20,0.0,0.0,1.0,1.0,,,,0.0
United States of America,2015-07-20,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Liberia,2015-07-20,,1.0,6.0,7.0,,,2.0,2.0
Italy,2015-07-20,0.0,0.0,1.0,1.0,,,,0.0
Sierra Leone,2015-07-20,4262.0,287.0,8692.0,13241.0,158.0,208.0,3583.0,3949.0
Mali,2015-07-20,0.0,1.0,7.0,8.0,,,,6.0
Spain,2015-07-20,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Liberia,2015-07-21,,1.0,6.0,7.0,,,2.0,2.0
Guinea,2015-07-21,11.0,450.0,3322.0,3783.0,,450.0,2062.0,2512.0
United States of America,2015-07-21,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Sierra Leone,2015-07-21,4271.0,287.0,8692.0,13250.0,158.0,208.0,3583.0,3949.0
United Kingdom,2015-07-21,0.0,0.0,1.0,1.0,,,,0.0
Spain,2015-07-21,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Liberia,2015-07-21,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Senegal,2015-07-21,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Mali,2015-07-21,0.0,1.0,7.0,8.0,,,,6.0
Nigeria,2015-07-21,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Italy,2015-07-21,0.0,0.0,1.0,1.0,,,,0.0
Sierra Leone,2015-07-22,4271.0,287.0,8692.0,13250.0,158.0,208.0,3583.0,3949.0
Spain,2015-07-22,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Guinea,2015-07-22,11.0,450.0,3322.0,3783.0,,450.0,2062.0,2512.0
Nigeria,2015-07-22,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Italy,2015-07-22,0.0,0.0,1.0,1.0,,,,0.0
Liberia,2015-07-22,,0.0,6.0,6.0,,,2.0,2.0
Senegal,2015-07-22,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
United States of America,2015-07-22,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Liberia,2015-07-22,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Mali,2015-07-22,0.0,1.0,7.0,8.0,,,,6.0
United Kingdom,2015-07-22,0.0,0.0,1.0,1.0,,,,0.0
United States of America,2015-07-23,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Spain,2015-07-23,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Sierra Leone,2015-07-23,4282.0,287.0,8693.0,13262.0,158.0,208.0,3583.0,3949.0
Guinea,2015-07-23,13.0,450.0,3325.0,3788.0,,450.0,2066.0,2516.0
Liberia,2015-07-23,5636.0,1879.0,3151.0,10666.0,,,,4806.0
United Kingdom,2015-07-23,0.0,0.0,1.0,1.0,,,,0.0
Nigeria,2015-07-23,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Mali,2015-07-23,0.0,1.0,7.0,8.0,,,,6.0
Senegal,2015-07-23,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Liberia,2015-07-23,,1.0,6.0,7.0,,,2.0,2.0
Italy,2015-07-23,0.0,0.0,1.0,1.0,,,,0.0
United States of America,2015-07-24,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Liberia,2015-07-24,,1.0,6.0,7.0,,,2.0,2.0
Mali,2015-07-24,0.0,1.0,7.0,8.0,,,,6.0
Liberia,2015-07-24,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Sierra Leone,2015-07-24,4284.0,287.0,8693.0,13264.0,158.0,208.0,3583.0,3949.0
Italy,2015-07-24,0.0,0.0,1.0,1.0,,,,0.0
Senegal,2015-07-24,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Guinea,2015-07-24,11.0,451.0,3325.0,3787.0,,451.0,2066.0,2517.0
Nigeria,2015-07-24,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Spain,2015-07-24,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
United Kingdom,2015-07-24,0.0,0.0,1.0,1.0,,,,0.0
Spain,2015-07-27,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Mali,2015-07-27,0.0,1.0,7.0,8.0,,,,6.0
Senegal,2015-07-27,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Nigeria,2015-07-27,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Liberia,2015-07-27,5636.0,1879.0,3151.0,10666.0,,,,4806.0
United States of America,2015-07-27,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Guinea,2015-07-27,16.0,451.0,3325.0,3792.0,,451.0,2068.0,2519.0
United Kingdom,2015-07-27,0.0,0.0,1.0,1.0,,,,0.0
Italy,2015-07-27,0.0,0.0,1.0,1.0,,,,0.0
Liberia,2015-07-27,,1.0,6.0,7.0,,,2.0,2.0
Sierra Leone,2015-07-27,4302.0,287.0,8694.0,13283.0,158.0,208.0,3585.0,3951.0
United States of America,2015-07-28,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Spain,2015-07-28,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Mali,2015-07-28,0.0,1.0,7.0,8.0,,,,6.0
United Kingdom,2015-07-28,0.0,0.0,1.0,1.0,,,,0.0
Sierra Leone,2015-07-28,4309.0,287.0,8694.0,13290.0,158.0,208.0,3585.0,3951.0
Guinea,2015-07-28,9.0,451.0,3326.0,3786.0,,451.0,2069.0,2520.0
Nigeria,2015-07-28,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Senegal,2015-07-28,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Italy,2015-07-28,0.0,0.0,1.0,1.0,,,,0.0
Liberia,2015-07-28,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Liberia,2015-07-28,,1.0,6.0,7.0,,,2.0,2.0
Nigeria,2015-07-29,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Sierra Leone,2015-07-29,4309.0,287.0,8694.0,13290.0,158.0,208.0,3585.0,3951.0
Liberia,2015-07-29,5636.0,1879.0,3151.0,10666.0,,,,4806.0
United States of America,2015-07-29,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Senegal,2015-07-29,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Liberia,2015-07-29,,0.0,6.0,6.0,,,2.0,2.0
Spain,2015-07-29,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Mali,2015-07-29,0.0,1.0,7.0,8.0,,,,6.0
United Kingdom,2015-07-29,0.0,0.0,1.0,1.0,,,,0.0
Italy,2015-07-29,0.0,0.0,1.0,1.0,,,,0.0
Guinea,2015-07-29,9.0,451.0,3326.0,3786.0,,451.0,2069.0,2520.0
Guinea,2015-07-30,7.0,452.0,3326.0,3785.0,,452.0,2069.0,2521.0
Senegal,2015-07-30,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Spain,2015-07-30,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Mali,2015-07-30,0.0,1.0,7.0,8.0,,,,6.0
Sierra Leone,2015-07-30,4398.0,287.0,8694.0,13379.0,158.0,208.0,3585.0,3951.0
Nigeria,2015-07-30,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Italy,2015-07-30,0.0,0.0,1.0,1.0,,,,0.0
United States of America,2015-07-30,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Liberia,2015-07-30,,0.0,6.0,6.0,,,2.0,2.0
United Kingdom,2015-07-30,0.0,0.0,1.0,1.0,,,,0.0
Liberia,2015-07-30,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Nigeria,2015-07-31,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Senegal,2015-07-31,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
United States of America,2015-07-31,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Liberia,2015-07-31,,0.0,6.0,6.0,,,2.0,2.0
Sierra Leone,2015-07-31,4406.0,287.0,8694.0,13387.0,158.0,208.0,3585.0,3951.0
United Kingdom,2015-07-31,0.0,0.0,1.0,1.0,,,,0.0
Guinea,2015-07-31,3.0,452.0,3326.0,3781.0,,452.0,2069.0,2521.0
Spain,2015-07-31,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Italy,2015-07-31,0.0,0.0,1.0,1.0,,,,0.0
Liberia,2015-07-31,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Mali,2015-07-31,0.0,1.0,7.0,8.0,,,,6.0
United Kingdom,2015-08-03,0.0,0.0,1.0,1.0,,,,0.0
Liberia,2015-08-03,,0.0,6.0,6.0,,,2.0,2.0
Sierra Leone,2015-08-03,4420.0,287.0,8695.0,13402.0,158.0,208.0,3585.0,3951.0
Italy,2015-08-03,0.0,0.0,1.0,1.0,,,,0.0
United States of America,2015-08-03,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Nigeria,2015-08-03,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Liberia,2015-08-03,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Guinea,2015-08-03,7.0,452.0,3327.0,3786.0,,452.0,2070.0,2522.0
Spain,2015-08-03,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Senegal,2015-08-03,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Mali,2015-08-03,0.0,1.0,7.0,8.0,,,,6.0
Spain,2015-08-04,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Sierra Leone,2015-08-04,4424.0,287.0,8695.0,13406.0,158.0,208.0,3585.0,3951.0
Liberia,2015-08-04,5636.0,1879.0,3151.0,10666.0,,,,4806.0
United Kingdom,2015-08-04,0.0,0.0,1.0,1.0,,,,0.0
Italy,2015-08-04,0.0,0.0,1.0,1.0,,,,0.0
United States of America,2015-08-04,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Senegal,2015-08-04,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Mali,2015-08-04,0.0,1.0,7.0,8.0,,,,6.0
Nigeria,2015-08-04,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Guinea,2015-08-04,5.0,452.0,3327.0,3784.0,,452.0,2070.0,2522.0
Liberia,2015-08-04,,0.0,6.0,6.0,,,2.0,2.0
Guinea,2015-08-05,5.0,452.0,3327.0,3784.0,,452.0,2070.0,2522.0
Spain,2015-08-05,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Mali,2015-08-05,0.0,1.0,7.0,8.0,,,,6.0
Sierra Leone,2015-08-05,4424.0,287.0,8695.0,13406.0,158.0,208.0,3585.0,3951.0
Liberia,2015-08-05,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Italy,2015-08-05,0.0,0.0,1.0,1.0,,,,0.0
Senegal,2015-08-05,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Liberia,2015-08-05,,0.0,6.0,6.0,,,2.0,2.0
United States of America,2015-08-05,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
United Kingdom,2015-08-05,0.0,0.0,1.0,1.0,,,,0.0
Nigeria,2015-08-05,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Spain,2015-08-06,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Guinea,2015-08-06,11.0,452.0,3329.0,3792.0,,452.0,2072.0,2524.0
Senegal,2015-08-06,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Mali,2015-08-06,0.0,1.0,7.0,8.0,,,,6.0
Nigeria,2015-08-06,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
United Kingdom,2015-08-06,0.0,0.0,1.0,1.0,,,,0.0
Sierra Leone,2015-08-06,4443.0,287.0,8696.0,13426.0,158.0,208.0,3585.0,3951.0
Liberia,2015-08-06,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Liberia,2015-08-06,,0.0,6.0,6.0,,,2.0,2.0
United States of America,2015-08-06,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Italy,2015-08-06,0.0,0.0,1.0,1.0,,,,0.0
Liberia,2015-08-07,,0.0,6.0,6.0,,,2.0,2.0
Spain,2015-08-07,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Sierra Leone,2015-08-07,4445.0,287.0,8696.0,13428.0,158.0,208.0,3585.0,3951.0
United States of America,2015-08-07,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Liberia,2015-08-07,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Guinea,2015-08-07,14.0,452.0,3329.0,3795.0,,452.0,2072.0,2524.0
Senegal,2015-08-07,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
United Kingdom,2015-08-07,0.0,0.0,1.0,1.0,,,,0.0
Nigeria,2015-08-07,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Italy,2015-08-07,0.0,0.0,1.0,1.0,,,,0.0
Mali,2015-08-07,0.0,1.0,7.0,8.0,,,,6.0
Liberia,2015-08-10,,0.0,6.0,6.0,,,2.0,2.0
United Kingdom,2015-08-10,0.0,0.0,1.0,1.0,,,,0.0
Sierra Leone,2015-08-10,4481.0,287.0,8697.0,13465.0,158.0,208.0,3585.0,3951.0
Senegal,2015-08-10,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Liberia,2015-08-10,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Spain,2015-08-10,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Guinea,2015-08-10,10.0,452.0,3329.0,3791.0,,452.0,2072.0,2524.0
Mali,2015-08-10,0.0,1.0,7.0,8.0,,,,6.0
United States of America,2015-08-10,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Italy,2015-08-10,0.0,0.0,1.0,1.0,,,,0.0
Nigeria,2015-08-10,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Spain,2015-08-11,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Guinea,2015-08-11,6.0,452.0,3329.0,3787.0,,452.0,2072.0,2524.0
Italy,2015-08-11,0.0,0.0,1.0,1.0,,,,0.0
Liberia,2015-08-11,,0.0,6.0,6.0,,,2.0,2.0
United States of America,2015-08-11,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Sierra Leone,2015-08-11,4486.0,287.0,8697.0,13470.0,158.0,208.0,3585.0,3951.0
Senegal,2015-08-11,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Nigeria,2015-08-11,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
